duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,intrusion
0,tcp,private,S0,-313,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,0.9955490453088016,0.999434763723388,0.0001644810345544,-5.314232896006167e-05,0.0447944916969659,0.0689067459943665,2.61551280987453e-05,254,1,0.0259875679835485,0.0817719936929085,-0.0007544807252206,-0.0010501123005236,1.0069460854758407,0.9966922342008746,0.0011119493308301,-0.0005259539493844,1
1,tcp,private,S0,-452,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.9989030812042626,1.0000656938653885,9.802916179931306e-05,-4.318094770431906e-05,0.2989012924951061,0.122288121855278,1.0986041934535826e-05,256,6,0.1528567307538866,0.0750439205633071,0.0057047226190402,0.000413317060142,0.9922820475045528,1.0029648598069614,0.0009624586561684,0.0001045081956003,0
1,tcp,http,SF,211,528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,7,3.89164423303821e-05,0.0002428512059082,7.731314355429406e-06,-1.5624053428967588e-05,0.9989759256999224,0.000242846969721,0.0021946510047166,255,258,0.9989409850715188,-0.001323061775652,-0.0011890110108468,0.0003092948620062,0.0008290725975947,0.0039045709793374,-4.0409187065903334e-05,-5.778392182966571e-05,1
0,tcp,private,SF,-864,-253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0.0002655025388945,0.0004187534905833,6.371974465848868e-05,-4.01263839350519e-05,0.3740879135727314,0.3220905180365767,0.0002424077267858,255,6,0.0257651597961767,0.0688637280796908,0.0436236073360312,-0.0003138767742656,-0.0024212216741001,-0.0008782543028225,-0.000699408010127,1.980920106995e-05,1
-1,icmp,ftp_data,SF,1844,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0007576565442244,8.963935520652529e-05,9.029315540170284e-05,8.342102106062094e-05,1.0015419710727296,-0.0001350347963262,0.0001209734404862,255,77,0.2262337677471152,0.0161236038465097,0.9662380804497872,-0.0004380938501058,-0.0019678638884272,-0.0001011774611008,0.0010190820208791,-7.017475494480843e-05,1
0,tcp,http,SF,-1098,707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,9.732196510692532e-05,0.000475622995942,8.177549760436152e-05,9.666827457831404e-05,0.9996836755025584,7.063829294956406e-05,0.0014109698975901,255,255,0.9961245453702388,-0.0011389468301841,0.0022442204593385,0.0006351306391479,-0.0004681593386492,3.3733692977681406e-05,0.0010181867616867,0.0009542317645856,1
0,tcp,private,S0,-179,-234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,14,0.998712998568134,0.9998697488989198,8.688320976882358e-05,3.2290449863574266e-05,0.444776417267558,0.0684382635579693,0.0004735365492996,254,16,0.0935166839383327,0.0662906169740717,0.0037201902539361,-8.753914475448065e-05,0.9988076155252672,0.9974473587929588,0.0004254828049039,0.0024392656636951,0
1,tcp,http,SF,165,469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,20,5.337478636276498e-05,-7.579198384793486e-05,-0.0001611853449282,-0.0001591170080146,1.0008223580506963,3.6328733211641096e-05,-3.0517496152453865e-05,254,259,0.997477740480196,0.0010426176026227,0.0030626204596259,-0.0005336106571239,0.0013641823946609,0.0005192653010714,2.689686953311876e-05,-0.0014146467880161,1
-1,udp,domain_u,SF,138,-208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.0001817950363834,5.682265332343261e-05,-0.0002224263846018,-0.0002535783114379,1.000505328427816,4.9722724935946e-05,0.0005556900686942,255,255,1.0004772410085327,0.0280737541860274,0.0032865510650634,0.0002438871509477,-0.0004919068637755,0.0002306185449372,0.0006019213040061,-3.4439156036496515e-06,0
0,tcp,http,SF,210,4267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,17,3.597175061043823e-05,-7.039605746288136e-05,-5.542238414709037e-05,-3.65247324890826e-05,0.9997793949120662,-0.0001436450116721,0.0007948171552516,255,252,1.0033571467047104,-2.837695629902678e-05,0.0033180563966425,0.0004994849899046,0.001092721483299,0.0005032322547466,0.0020269636708994,0.0003715362256794,1
0,tcp,ftp_data,SF,389,2518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,18,0.0002980469449653,0.0001919061340424,3.160919233109063e-05,3.2191570167292446e-05,0.9991453719530218,0.0002311776920312,0.0013695642399933,0,255,1.0022193610885342,0.0015062304016545,0.0028019281424283,0.0404584636748015,-0.0014425465344596,-0.0006413809294455,-0.0001010350034415,0.0010567306015323,1
-2,tcp,private,REJ,619,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,1,0.0028235986523828,-2.5750545810914138e-05,0.9121302998352848,1.0000966358889756,0.0207898779602431,0.9661018761417128,-0.0002778161710325,254,-1,0.006257604822948,1.0383338571529206,0.0035940970790997,0.0006715388758016,0.0011078554579183,0.0015405005754064,0.8988475816671767,0.9995998799237032,1
0,tcp,http,S0,353,-142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0004769460252908,-0.0005214935337463,0.000161909802123,-0.0001291516940483,1.0014016888393882,-0.0008417975060134,0.0001764698845979,6,36,1.0001616506369284,0.0008970510254137,0.9900212096120096,0.0002758793065092,0.0014825392346841,-0.00368907836182,0.0013382237215819,0.0016539705302635,1
-9,tcp,http,SF,-659,1407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.0001896341357941,-0.0001563448525699,9.741932943750208e-05,0.0001077738576744,1.0008506307187948,0.0001153620819519,-0.0003812077341468,7,60,1.008917077452501,-0.00058581934251,0.0061867839780573,-0.001206456966727,-0.0011394455785109,-0.0008579199814627,-0.0002443926164775,0.0001254912747241,0
0,tcp,http,SF,-752,887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,-0.0004172737143942,-0.0002274695156743,0.0001064746218553,0.0001885892681674,0.999507681885099,8.44837611655524e-05,-0.0001939999384223,4,253,1.0006244210037225,-9.3127346125928e-05,0.0380782343890555,0.038268273219422,-0.0002265611826888,0.0030165159212661,-0.0005587518550327,0.000725407924598,1
0,tcp,http,SF,-62,243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0.0002605167385732,0.0001940544475378,-0.0001829233378682,2.7022128593722557e-05,0.9999459480310346,5.276510780217578e-05,-0.0002072844704315,254,256,1.000104906838688,2.1394546830588947e-05,-0.0031379864146152,-0.0003749948867103,-0.0002667658995181,-0.0015448264836852,0.001477846638943,0.0008287740314622,1
-1,udp,domain_u,SF,-1005,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,143,-0.0001541054457578,-0.0001431459539066,-4.392658156635073e-05,-0.000111101120879,1.0011245680914915,-0.0005318111805943,0.0003218875099346,255,227,0.8743508328201747,0.0142561821952463,-0.0012957043305364,-0.0004778000814641,0.002852615687809,-0.0031831658347799,-0.0003750770690387,0.000389313757486,0
3,tcp,http,SF,-511,-824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,73,0.9981583738341666,0.999920703692259,-0.0002505421164181,0.000194988439575,0.9931478902845984,-0.0015295423358467,-0.0008485479624889,254,256,0.9934891786039964,-0.0025176923487062,0.0110658625253704,0.0001092170570098,0.997283928537541,0.9995637090464412,-0.0010774095972513,-0.0009276733940344,1
-1,icmp,ecr_i,S0,12,-253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,514,0.9938734003435852,1.0000989972465526,7.906446234232621e-05,6.34464871822899e-05,0.9996259168476764,0.0003983643700422,-0.0003071021047183,254,253,0.998310423128553,-0.0023078924226594,1.007431509882812,0.0013613999695165,1.0024284497199003,0.9861353219071192,-0.0004560706683873,0.000147763776996,0
1,tcp,ftp_data,SF,2191,-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.0007329498339029,4.611122503744001e-05,0.0001669980492601,-0.0002148973460014,0.9982039439413308,-6.961483709346906e-07,-0.000238248006962,3,44,0.9950339563398292,-0.0013346332338311,0.0372028740514728,0.0472888717529515,0.0015625708579752,-7.034314257608494e-05,0.0002141074873923,0.0001498649357859,0
-1,icmp,eco_i,SF,-257,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0001936025166225,1.8519221134075484e-05,0.0001737880771321,3.640769226573906e-05,0.9993791696968248,0.0002991702378075,7.215630640283939e-05,4,1,0.2646203265996557,0.0204054800884953,1.030796523968204,-0.0003277997652594,-0.0011100477619837,-0.0012218940761139,-0.0013111923085009,-0.0008971167670351,1
-6,tcp,ftp_data,SF,589,-490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.602053992214862e-05,5.07722675258807e-05,-0.0002479956013621,0.0001660907935837,1.0012883328687745,0.0001433857938044,-0.0003211443512308,40,41,0.9997339252919148,0.0333713929827142,1.0155508834201588,9.822933041007606e-05,-0.0023770859367059,0.0044552859207534,0.0003263246308636,-0.0009702753918431,0
-2,tcp,ftp_data,SF,23267,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-4.859787324770845e-06,0.0001162685152769,9.49255777445189e-05,-4.731613170832919e-05,0.9999179485676092,-0.0001178448912967,-4.7158692074985826e-05,255,5,0.124502345091144,0.0723690183350797,-0.0031318436721629,0.0002082596569087,-0.0016526002803388,0.0004948740014262,0.0011003080862059,0.0010845796543245,1
0,udp,domain_u,SF,-656,-463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,133,1.4433940617090507e-05,1.1960728163239494e-05,-3.3795649399363274e-05,-0.0001806493571811,1.0013566644999494,0.0541430228808175,0.022654374100698,255,255,1.0024590089027885,0.0231747784607259,0.0037724562225565,-0.0002251041516853,-0.0011722100131223,0.0002577507762294,5.452961847066768e-05,0.0015759304792715,1
0,tcp,http,SF,434,1262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,16,0.0002089307474249,-8.866335299183361e-05,0.0001504208776226,7.704530424084617e-05,1.0020791092179546,-0.0001242644739783,-0.0026683985049303,255,251,1.004974730855668,-0.001454261466468,0.0039112395027873,0.0498190219523127,0.0014081721175039,-0.0015429204089093,0.0013172973008881,0.0015472396653234,0
-1,tcp,private,S0,505,-274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,15,1.000093169718697,1.0001305299371095,-0.0002139672052486,-0.0001120737283274,0.0520425322958356,0.0552599232643003,-0.0002583060041357,254,22,0.0717001841602827,0.0674390448045459,0.0020766610041239,-0.0006068103493086,0.9976663012098403,0.9997221006777968,0.0001434531633189,-0.000479106773052,0
-7,tcp,private,REJ,-832,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.825464935458838e-05,-2.414071901707562e-05,1.0031968805077172,1.0005853383596708,1.0026121790585596,0.0005448129784317,-0.0001107047424468,255,-1,0.0092740451144771,0.6494475943775141,0.9822717128328744,-0.0002167309728183,0.0034472207027556,-0.0003956849762069,0.9982046887815096,0.993812554156428,1
0,icmp,ecr_i,SF,609,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-0.0017402430815892,-0.0001161811539853,0.0001360066670736,-7.69517516760885e-05,0.9999173926406512,0.0002872965291949,-0.0003791849878668,255,46,0.9922902271953667,0.0103543128791554,1.0093384858221155,-2.621835764286076e-05,-0.0006029574526617,3.3641740227231235e-05,0.0019855836818826,-0.0014366967766388,1
-1,tcp,http,SF,-1246,981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0.0004124896307915,-0.0001663900587456,5.948076508659677e-05,-8.43775190597013e-05,0.9989405985380512,-0.0004424744916318,0.0002994912883222,255,256,1.0032279002718916,-0.0001431726942409,0.0053583544613428,-0.0006143366471191,-0.001780939919808,0.0005917692798648,-0.0003667777591907,-0.0001071596028796,1
-3,tcp,private,SF,-457,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-0.0004140170661997,0.0001878147965654,8.849072410256158e-05,1.0460794362515577e-05,1.0012969919456902,-0.0003868857954504,-0.0001415523913276,255,5,0.0297761888143067,0.0114567526903675,1.0047924255778404,-0.0006570627745336,-0.0011873165036056,0.0004390164844382,0.0003721061879099,0.0011278022291258,1
0,tcp,private,S0,-161,-336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0.9970089869784002,1.0001063678124966,0.0002096265105806,4.397855113037542e-05,0.3120683134358957,0.0955980432019296,0.0001334578236818,255,36,0.1913697519648532,0.032565599585639,-0.0016007545978949,4.6855775592420594e-05,1.0008527266824527,1.00190166243365,0.0003769876139213,0.0001310415631212,1
-1,tcp,http,SF,85,-153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,-1.562567017130038e-05,1.493420478506382e-05,8.483579946819224e-06,-0.0001634669952254,0.9984517950419408,0.0002297911729046,0.1331005248370917,255,254,0.993463739250508,-0.0011423995350893,0.0010823398458253,0.0008849075211991,-0.0010129512040113,0.0020331346905157,-0.000203764858126,0.0002088094319445,0
1,tcp,http,S0,-165,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,20,0.999690642943112,0.999650912082133,-9.086686010602752e-05,3.6631595590024e-05,0.1350282338592567,0.0675911608411638,4.5739829358401566e-05,256,20,0.07603384573805,0.0675263849915414,0.0068959436095708,-1.969712844119363e-05,0.9995953186793431,1.0009812654617614,-0.0001355774596546,-0.0002253880929099,1
1,tcp,http,S0,64,-380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,56,1.0022999870010365,0.9991977180555948,-4.5579223149623134e-05,0.000197374695179,0.3873824143135921,0.0547066664991896,0.1014155456194994,255,254,1.0009700378952358,0.0042798015004419,-0.0005736178101724,0.0003421191447607,0.9976112877867224,1.0069996734663405,-0.0012454856640756,-0.0007875973649035,1
0,tcp,http,SF,-973,565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,15,0.0001828627440989,2.9355894073165725e-05,-0.0001392061568791,-0.0001082658310382,1.0023383241545307,-0.0002195686280889,-0.0003271727577676,256,252,0.9966720745982478,-0.0033472739463536,0.00435082169232,0.0003261013915792,0.000677090343558,3.912608996535689e-05,0.000358704047305,-0.0009354961483034,1
0,tcp,private,S0,114,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,19,0.999977155932994,0.9999233158371298,0.0001013957659476,0.0001889561140152,0.0529127976917494,0.0638252403282501,-0.0001842761828749,255,19,0.2483895482462055,0.0673550623831735,-0.0014455703563779,-0.0002247088313985,1.004012975659131,1.0007691176035516,-0.0002430529209652,-0.0020409042064309,0
0,tcp,http,SF,-280,717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,18,0.0003883101294995,0.0006121960820079,0.0001092864208014,1.0635374843810504e-05,1.0017202974460009,8.685630298821354e-05,0.1131004364064466,253,255,0.9997210108220016,0.000817803697326,-0.0016590183839261,0.0004433048899218,-0.0005112324584308,-0.0003615045683389,0.0007073246093707,-0.0013635016530132,1
1,udp,domain_u,SF,492,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13,-5.337502964695787e-05,7.18288059369079e-05,2.944525264925649e-05,0.0001085661977501,1.000409176880349,-0.0004378286756526,-5.797327094094545e-05,256,257,0.9953231170069188,0.031315392279955,0.004480348499147,0.0003382401390674,5.735409624058453e-06,-0.0012194020985062,-0.0008051813898782,0.0001358402621577,1
2,tcp,private,RSTR,-74,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.0013057725019957,-1.549631917215779e-05,1.0149284192457402,0.9994676441709182,1.0028016957313508,0.0002947273942069,-0.0001702975964586,254,-3,0.0062508439951499,0.6056866020179706,1.0066376522244591,0.0002127433060643,-0.0013638076313303,0.0029387512505818,0.9930721805906636,0.9968371489521256,0
0,tcp,eco_i,SF,-708,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,0.0002099446365661,0.0001830708081232,-2.6194644394693303e-05,0.0002686457404842,0.999044457553576,-0.0002017104546205,0.9921810717621956,9,255,0.9986304850893166,-0.0003313127374428,1.0082161058857575,0.5105577158258654,0.0006509115209061,1.518576508272246e-05,0.0006463571894011,-0.0001253565578189,0
0,udp,private,SF,-696,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0002807524269241,0.0001319562918118,5.0153721402632746e-05,0.0001728995343269,1.0002007481733557,-0.0001156137526398,1.1969727811185184e-05,257,2,0.0082891067359288,0.0108506799080733,0.647730252034927,-0.000841106802315,0.0023143865852076,0.0015528931168991,-0.0003678153880785,-0.0003811542117192,0
1,tcp,http,SF,383,2041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,18,-0.0001690514364252,0.0002818712121711,-4.711300268968426e-05,0.0001953400556522,1.000676429512347,-0.000170402814479,-0.0003597337466391,256,254,1.001355995072643,-0.0007625238285568,0.0019750700007663,0.0005263247003369,0.0008137034552935,0.0015297109500557,0.0004043188518888,0.0005762769191486,0
-5,udp,other,SF,1732,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-0.0001707726390351,0.0001424734138433,-3.884068707111924e-05,-4.9271593477931346e-05,1.0020374729094177,0.0002391292962313,-6.222909578574312e-05,256,1,0.0234564753498752,0.7342184885575889,0.0085685738048199,0.0008151861954431,-0.0017659526945987,-0.0021211506410383,-0.0009634419405136,-0.0005978264561446,1
1,tcp,http,SF,-809,8903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.0010867120543535,-0.0001087350231643,-8.196312119436759e-05,-0.0001659899332086,1.0013134967610684,-1.1644233697644682e-06,-0.0009249158356335,2,254,0.996235151733352,-0.0021627419030161,0.0180696345203617,0.0448695319485856,0.000516349610679,0.0022814280652392,-0.001751312113081,-0.0026655326367793,1
0,tcp,http,SF,-304,786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,12,9.28648391428121e-05,-5.694257705868184e-05,2.651623508618208e-05,1.4445677824408296e-05,0.999119857680392,2.3058990322117228e-05,0.1243629440326011,255,255,0.9994488775411016,-0.0005012380127684,0.0021362157833183,-0.0001350536394536,0.0016460572101531,-0.0005200855650784,-0.0008636175012656,-0.0003106155859894,0
-2,tcp,http,REJ,-1261,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.0002619334035475,-0.0006184308126926,-5.303996013986294e-05,-2.389800517625295e-05,1.000309596755368,0.0001312985784627,0.9994508332717914,5,254,1.0027780833197306,-0.0033566594276499,1.020766783455521,0.4931277903288979,-0.0017771233648475,-0.0006388656932025,-0.0001579901923349,-0.0004374209173847,0
-1,tcp,private,S0,692,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,1.0005050416575254,0.9994907197672956,-9.356808490911129e-05,0.0001212964449778,0.096341483825031,0.066165595287607,-0.0001171423729435,256,17,0.0601477055942205,0.0846216779155378,0.0052888360947456,0.0005264399846789,1.006154139272584,1.0010627222889004,-0.0008300933556386,0.0008749456078919,1
0,tcp,http,S0,334,-389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.9966807469083916,0.9993380556906928,4.2380030459824466e-05,-2.4978608546297816e-05,1.0014241263592305,0.0008710275629919,0.0001265380672644,34,256,0.9937659495608852,0.0002061986427981,0.9911735548713712,-0.000289938576377,0.9964195501707214,7.152885175826815e-05,-0.0003540544617593,8.673296672898575e-06,1
-1,udp,ecr_i,S0,-786,-373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,480,0.9960451649591364,1.0003001031634422,0.0002418867622205,-2.6668468826733396e-06,0.9900244150182188,0.0530835575291832,-0.0001026620826477,255,58,0.9964227917371145,0.0216019147737274,-0.0019733928376622,0.0005296721510656,0.9903400647246816,1.0001896080979646,0.0008450067735775,0.0010089890572564,1
10,tcp,private,SF,356,-181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,-0.0006901159984478,-2.3170933014958757e-05,0.9988812488672576,1.000563518438662,1.0010475625150694,-0.0010949968308503,-0.0001077222551852,255,1,0.0246152038121348,0.6789353646470123,0.0071730075997902,-0.000183811278574,-0.0014612338465204,0.0022188955301619,1.002238366650281,0.9910375925435368,1
1,udp,private,SF,-274,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1.6693576804644288e-05,-0.0004563683245707,-0.0001271414139024,-0.0001003066747987,0.2540048578026742,0.2457418216317521,6.366725759089436e-05,256,1,0.0257550519015835,0.0215770607619407,0.0048501970070886,-0.0010258021363339,-0.0005913743212958,-0.0010043179380349,-8.636255174793896e-05,-0.0008472853635899,1
-1,udp,http,SF,-2697,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,173,1.0010776707159936,0.0969348695824534,-4.0278394729612504e-05,-6.117053520985225e-05,0.9999286636125742,-0.0003066425265601,0.01282534652938,255,253,1.0019408180560132,0.0130349639251407,-0.0015248676039353,0.0002661740240079,-0.0016450580296714,-0.0020442815354754,-0.0004641528192153,0.0003759181819131,0
0,tcp,private,SF,-670,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,13,1.3086785432360792e-05,-0.0001324445717497,2.324314898459403e-05,0.0001518566273094,0.1513893911534419,0.0543210795332254,-6.816510959065429e-07,255,3,0.0033009837748072,0.0694659800088514,-0.0027034715260445,-0.0011042026594793,-0.0009927236375555,-0.0016368166002846,-0.0010836745728659,0.0008136619626042,0
-1,tcp,Z39_50,RSTO,909,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,14,-0.0001975608045271,-9.24200150386045e-05,1.000314808124428,0.9996085187270046,-0.0030211564003881,0.0624374690074119,-0.0002941479200884,254,3,-0.0078193043129241,0.0894874463114047,-0.0073454496061105,-0.0010742134412398,-0.0034826235535522,-0.0045970159135779,1.0010641342594415,0.9986480714454604,0
-1,tcp,private,REJ,-710,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0.0003287684532743,3.8350880148508475e-05,0.9999200064480056,0.9995604866797216,0.0272447994404908,1.0235691515485994,0.0001569105809113,255,3,0.0231315274641493,0.0684625290535706,0.992356111703155,-0.0001884947856781,-0.0019049049368346,0.0001199609450206,0.9938787878900638,0.988465699109002,1
